date,open,high,low,close,amount,volume,code
2022-01-04 00:00:00,3649.15,3651.89,3610.09,3632.33,510251073536,405027769,sh000001
2022-01-05 00:00:00,3628.26,3628.26,3583.47,3595.18,538963640320,423902028,sh000001
2022-01-06 00:00:00,3581.22,3594.49,3559.88,3586.08,474284294144,371540543,sh000001
2022-01-07 00:00:00,3588.99,3607.23,3577.1,3579.54,502891446272,436306961,sh000001
2022-01-10 00:00:00,3572.74,3593.52,3555.13,3593.52,443400847360,356222610,sh000001
2022-01-11 00:00:00,3589.9,3602.15,3562.75,3567.44,441300582400,359761863,sh000001
2022-01-12 00:00:00,3578.16,3599.5,3572.1,3597.43,435817906176,343132956,sh000001
2022-01-13 00:00:00,3601.03,3601.07,3555.16,3555.26,457005432832,369368365,sh000001
2022-01-14 00:00:00,3544.07,3548.42,3519.32,3521.26,463197634560,376937024,sh000001
2022-01-17 00:00:00,3522.09,3546.09,3519.43,3541.67,438272983040,312886733,sh000001
2022-01-18 00:00:00,3541.89,3579.31,3531.33,3569.91,470832054272,377146435,sh000001
2022-01-19 00:00:00,3567.63,3578.74,3541.66,3558.18,420763369472,333235269,sh000001
2022-01-20 00:00:00,3556.23,3576.26,3540.55,3555.06,459701846016,379509846,sh000001
2022-01-21 00:00:00,3546.75,3547,3514.89,3522.57,417768931328,326534880,sh000001
2022-01-24 00:00:00,3508.24,3531.61,3500.14,3524.11,358009700352,280268342,sh000001
2022-01-25 00:00:00,3509.28,3519.83,3433.06,3433.06,383727730688,327353813,sh000001
2022-01-26 00:00:00,3442.69,3462.12,3417.76,3455.67,338312364032,275122828,sh000001
2022-01-27 00:00:00,3456.1,3456.36,3392.02,3394.25,346533953536,280606534,sh000001
2022-01-28 00:00:00,3407.59,3417.05,3356.56,3361.44,353774600192,290855257,sh000001
2022-02-07 00:00:00,3407.76,3434.03,3407.76,3429.58,357140430848,320485211,sh000001
2022-02-08 00:00:00,3428.54,3453.19,3390.46,3452.63,387969875968,366093865,sh000001
2022-02-09 00:00:00,3450.82,3484.74,3444.08,3479.95,393720004608,350249936,sh000001
2022-02-10 00:00:00,3481.91,3488.86,3464.22,3485.91,404969422848,355666267,sh000001
2022-02-11 00:00:00,3472.28,3500.15,3459.33,3462.95,426297917440,361356090,sh000001
2022-02-14 00:00:00,3451.85,3457.26,3415.45,3428.88,361677848576,315274448,sh000001
2022-02-15 00:00:00,3428.04,3447.49,3421.64,3446.09,341638873088,275559322,sh000001
2022-02-16 00:00:00,3457.07,3475.06,3453.8,3465.83,325563416576,274993913,sh000001
2022-02-17 00:00:00,3464.21,3480.97,3454.28,3468.04,355783114752,297262682,sh000001
2022-02-18 00:00:00,3451.63,3490.76,3447.03,3490.76,327220396032,295149963,sh000001
2022-02-21 00:00:00,3488.41,3492.2,3471.69,3490.61,345398575104,301541740,sh000001
2022-02-22 00:00:00,3473.29,3473.39,3437.67,3457.15,387678928896,326279484,sh000001
2022-02-23 00:00:00,3458.51,3490.76,3458.18,3489.15,415630327808,325604895,sh000001
2022-02-24 00:00:00,3474.37,3486.98,3400.21,3429.96,569794035712,488354901,sh000001
2022-02-25 00:00:00,3445.34,3480.18,3440.93,3451.41,441659490304,377542556,sh000001
2022-02-28 00:00:00,3450.32,3462.31,3425.52,3462.31,413804527616,345838388,sh000001
2022-03-01 00:00:00,3471.36,3491.13,3465.72,3488.83,412562456576,326001662,sh000001
2022-03-02 00:00:00,3478.29,3486.62,3467,3484.19,380143828992,329367684,sh000001
2022-03-03 00:00:00,3495.93,3500.29,3473.34,3481.11,443621769216,412594289,sh000001
2022-03-04 00:00:00,3459.98,3474.88,3437.7,3447.65,430669070336,393526581,sh000001
2022-03-07 00:00:00,3438.56,3438.56,3360.74,3372.86,458156900352,393588999,sh000001
2022-03-08 00:00:00,3372.55,3383.63,3287.34,3293.53,485623595008,415926766,sh000001
2022-03-09 00:00:00,3303.71,3321.48,3147.68,3256.39,519833288704,466285569,sh000001
2022-03-10 00:00:00,3312.18,3326.58,3291.24,3296.09,466084003840,378336376,sh000001
2022-03-11 00:00:00,3259.32,3315.66,3217.42,3309.75,458687053824,384067127,sh000001
2022-03-14 00:00:00,3271.89,3297.8,3223.53,3223.53,418055585792,337968687,sh000001
2022-03-15 00:00:00,3192.36,3196.92,3063.97,3063.97,508158410752,465037164,sh000001
2022-03-16 00:00:00,3107.67,3177.79,3023.3,3170.71,522305339392,444667189,sh000001
2022-03-17 00:00:00,3215.01,3260.17,3202.93,3215.04,532549468160,420813458,sh000001
2022-03-18 00:00:00,3207.15,3260.78,3197.36,3251.07,428415090688,373035611,sh000001
2022-03-21 00:00:00,3255.62,3267.5,3223.39,3253.69,421076303872,354228488,sh000001
2022-03-22 00:00:00,3249.54,3279.11,3239.53,3259.86,402798968832,361196158,sh000001
2022-03-23 00:00:00,3264.79,3279.89,3251.98,3271.03,405422047232,349875370,sh000001
2022-03-24 00:00:00,3256.06,3266.89,3236.66,3250.26,390727532544,329006654,sh000001
2022-03-25 00:00:00,3247.16,3257.11,3211.64,3212.24,389770412032,340020006,sh000001
2022-03-28 00:00:00,3185.17,3230.22,3159.83,3214.5,374472278016,344994873,sh000001
2022-03-29 00:00:00,3216.01,3229.18,3196.46,3203.94,363964465152,316273649,sh000001
2022-03-30 00:00:00,3217.59,3266.6,3216.3,3266.6,413008953344,366753677,sh000001
2022-03-31 00:00:00,3256.14,3272.04,3246.06,3252.2,428089049088,398439934,sh000001
2022-04-01 00:00:00,3234.67,3287.23,3226.3,3282.72,405675704320,378210460,sh000001
2022-04-06 00:00:00,3269.43,3288.11,3255.69,3283.43,433556389888,429642779,sh000001
2022-04-07 00:00:00,3267.81,3290.26,3236.48,3236.7,398081851392,402626660,sh000001
2022-04-08 00:00:00,3239.88,3257.09,3208.35,3251.85,414037245952,413826799,sh000001
2022-04-11 00:00:00,3239.86,3239.86,3156.51,3167.13,435129516032,424160185,sh000001
2022-04-12 00:00:00,3165.12,3214.54,3140.9,3213.33,422455836672,418321923,sh000001
2022-04-13 00:00:00,3199.8,3225.47,3183.53,3186.82,398216888320,391156925,sh000001
2022-04-14 00:00:00,3203.63,3240,3200.23,3225.64,401191632896,371242344,sh000001
2022-04-15 00:00:00,3210.7,3229.87,3200.13,3211.25,413498834944,407842082,sh000001
2022-04-18 00:00:00,3185.94,3204.03,3166.98,3195.52,366380810240,347365123,sh000001
2022-04-19 00:00:00,3192.09,3207.83,3174.71,3194.03,362769874944,339944104,sh000001
2022-04-20 00:00:00,3189.89,3191.83,3142.05,3151.05,373572698112,362047037,sh000001
2022-04-21 00:00:00,3138.43,3160.9,3069.68,3079.81,396542050304,391934694,sh000001
2022-04-22 00:00:00,3058.4,3105.66,3049.36,3086.92,348793634816,342000563,sh000001
2022-04-25 00:00:00,3034.27,3043.82,2928.51,2928.51,427077206016,433606108,sh000001
2022-04-26 00:00:00,2930.45,2957.68,2878.26,2886.43,395985977344,401615154,sh000001
2022-04-27 00:00:00,2866.82,2959.18,2863.65,2958.28,422928351232,423060191,sh000001
2022-04-28 00:00:00,2945.81,2991.51,2936.79,2975.48,388743036928,375371775,sh000001
2022-04-29 00:00:00,2986.06,3048.49,2968.33,3047.06,440422727680,423932794,sh000001
2022-05-05 00:00:00,3044.85,3082.23,3042.12,3067.76,409352011776,383072875,sh000001
2022-05-06 00:00:00,3011.32,3030.69,2992.72,3001.56,346214400000,343264218,sh000001
2022-05-09 00:00:00,2990.2,3015.94,2983.61,3004.14,299983273984,292061556,sh000001
2022-05-10 00:00:00,2965.78,3043.78,2957.4,3035.84,384012582912,370660980,sh000001
2022-05-11 00:00:00,3035.39,3100.9,3034.67,3058.7,472963383296,423991912,sh000001
2022-05-12 00:00:00,3044.8,3072.16,3032.95,3054.99,368879665152,344440477,sh000001
2022-05-13 00:00:00,3068.03,3086.1,3059.25,3084.28,340942192640,331737852,sh000001
2022-05-16 00:00:00,3100.55,3102.58,3063.4,3073.75,348957704192,338108492,sh000001
2022-05-17 00:00:00,3076.5,3093.7,3057.64,3093.7,351671287808,330356537,sh000001
2022-05-18 00:00:00,3095.89,3105.84,3071.31,3085.98,338849169408,315037923,sh000001
2022-05-19 00:00:00,3046.71,3096.96,3042.67,3096.96,360018214912,336600749,sh000001
2022-05-20 00:00:00,3107.09,3146.57,3107.09,3146.57,415306219520,372336636,sh000001
2022-05-23 00:00:00,3150.49,3150.51,3127.9,3146.86,381178576896,353376325,sh000001
2022-05-24 00:00:00,3149.06,3153.13,3070.93,3070.93,438605381632,416312158,sh000001
2022-05-25 00:00:00,3070.17,3107.63,3069.95,3107.46,342322151424,342259227,sh000001
2022-05-26 00:00:00,3111.48,3133.28,3079.48,3123.11,377364643840,370305518,sh000001
2022-05-27 00:00:00,3135.03,3151.05,3112.54,3130.24,372631601152,359463866,sh000001
2022-05-30 00:00:00,3141.96,3150.89,3123.15,3149.06,376667701248,349362285,sh000001
2022-05-31 00:00:00,3149.94,3188.6,3142,3186.43,432528031744,374523265,sh000001
2022-06-01 00:00:00,3179.69,3190.61,3160.04,3182.16,402419941376,365664432,sh000001
2022-06-02 00:00:00,3170.31,3197.28,3163.76,3195.46,413729259520,361770632,sh000001
2022-06-06 00:00:00,3196.96,3237.07,3181.65,3236.37,517314347008,422027835,sh000001
2022-06-07 00:00:00,3235.42,3253.09,3222.64,3241.76,482203205632,402203220,sh000001
2022-06-08 00:00:00,3245.02,3266.63,3216.01,3263.79,508408528896,434183270,sh000001
2022-06-09 00:00:00,3259.49,3270.56,3223.48,3238.95,468458209280,422728372,sh000001
2022-06-10 00:00:00,3214.18,3286.62,3210.81,3284.83,504153669632,439865730,sh000001
2022-06-13 00:00:00,3256.28,3272.99,3229.31,3255.55,511966183424,438578312,sh000001
2022-06-14 00:00:00,3224.21,3289.13,3195.82,3288.91,513845002240,450388187,sh000001
2022-06-15 00:00:00,3289.1,3358.55,3288.85,3305.41,621972553728,550584131,sh000001
2022-06-16 00:00:00,3306.84,3319.69,3277.53,3285.38,506053984256,433220868,sh000001
2022-06-17 00:00:00,3265.51,3323.28,3262.89,3316.79,497252171776,395300700,sh000001
2022-06-20 00:00:00,3315.78,3333.9,3292.93,3315.43,527751774208,413460410,sh000001
2022-06-21 00:00:00,3313.79,3329.39,3279.83,3306.72,471793631232,394456891,sh000001
2022-06-22 00:00:00,3309.12,3311.02,3266.54,3267.2,440851005440,375529782,sh000001
2022-06-23 00:00:00,3269.05,3320.15,3262.29,3320.15,474200113152,400614211,sh000001
2022-06-24 00:00:00,3324.74,3356.71,3322.95,3349.75,509615996928,390819734,sh000001
2022-06-27 00:00:00,3364,3393.31,3364,3379.19,541573840896,414117738,sh000001
2022-06-28 00:00:00,3377.68,3412.1,3358.87,3409.21,525512507392,412056516,sh000001
2022-06-29 00:00:00,3399.68,3414.65,3358.47,3361.52,561306992640,440573559,sh000001
2022-06-30 00:00:00,3358.93,3417.01,3358.93,3398.62,510307205120,381243178,sh000001
2022-07-01 00:00:00,3400.26,3404.05,3378.36,3387.64,458435297280,350489299,sh000001
2022-07-04 00:00:00,3381.82,3405.62,3364.09,3405.43,489347940352,357737919,sh000001
2022-07-05 00:00:00,3411.13,3424.84,3372.06,3404.03,516605706240,411699672,sh000001
2022-07-06 00:00:00,3391.03,3391.03,3333.1,3355.35,487474659328,384630047,sh000001
2022-07-07 00:00:00,3353.13,3375.86,3332.31,3364.4,438203121664,334400202,sh000001
2022-07-08 00:00:00,3380.37,3386.31,3354.12,3356.08,421883936768,322921072,sh000001
2022-07-11 00:00:00,3341.1,3341.1,3297.01,3313.58,424942272512,342669193,sh000001
2022-07-12 00:00:00,3307.22,3319.25,3277.08,3281.47,410950565888,334600539,sh000001
2022-07-13 00:00:00,3279.6,3297.02,3266.48,3284.29,394134618112,331845669,sh000001
2022-07-14 00:00:00,3277.45,3299.25,3261.49,3281.74,431969337344,355926432,sh000001
2022-07-15 00:00:00,3261.38,3288.92,3228.06,3228.06,460877004800,380156371,sh000001
2022-07-18 00:00:00,3235.09,3278.47,3226.23,3278.1,423357284352,348346022,sh000001
2022-07-19 00:00:00,3278.72,3283.93,3256.02,3279.43,396042371072,315651918,sh000001
2022-07-20 00:00:00,3291.55,3308.35,3287.74,3304.72,383422758912,301515123,sh000001
2022-07-21 00:00:00,3297.66,3300.53,3272,3272,420696588288,332358707,sh000001
2022-07-22 00:00:00,3276.2,3293.64,3246.73,3269.97,383576014848,300690066,sh000001
2022-07-25 00:00:00,3269.71,3273.18,3243.03,3250.39,348281864192,271245744,sh000001
2022-07-26 00:00:00,3254.19,3282.41,3246.04,3277.44,334421590016,259468676,sh000001
2022-07-27 00:00:00,3271.78,3282.57,3265.73,3275.76,339768246272,249131485,sh000001
2022-07-28 00:00:00,3287.5,3305.71,3277.11,3282.58,395925553152,288055056,sh000001
2022-07-29 00:00:00,3282.81,3294.8,3246.37,3253.24,410553090048,307331047,sh000001
2022-08-01 00:00:00,3246.62,3264.3,3225.55,3259.96,399000240128,292204805,sh000001
2022-08-02 00:00:00,3231.26,3231.26,3155.19,3186.27,475962703872,394176168,sh000001
2022-08-03 00:00:00,3188.89,3217.55,3159.46,3163.67,455409762304,324885673,sh000001
2022-08-04 00:00:00,3179.43,3191,3155.7,3189.04,371146915840,260898943,sh000001
2022-08-05 00:00:00,3195.23,3228.89,3184.45,3227.03,414055628800,274683729,sh000001
2022-08-08 00:00:00,3218.85,3237.97,3214.08,3236.93,392277164032,254268050,sh000001
2022-08-09 00:00:00,3235.74,3248.77,3227.54,3247.43,391415562240,259605467,sh000001
2022-08-10 00:00:00,3242.36,3253.17,3217.81,3230.02,390066110464,257583592,sh000001
2022-08-11 00:00:00,3243.47,3281.67,3237.9,3281.67,427399151616,300605376,sh000001
2022-08-12 00:00:00,3275.77,3288.22,3272.84,3276.89,403906166784,299932928,sh000001
2022-08-15 00:00:00,3268.37,3286.89,3261.82,3276.09,387257729024,287106773,sh000001
2022-08-16 00:00:00,3278.68,3295.02,3271.57,3277.88,409210093568,303592274,sh000001
2022-08-17 00:00:00,3282.1,3296,3263.35,3292.53,423858995200,326124759,sh000001
2022-08-18 00:00:00,3286.37,3289.14,3270.56,3277.54,418075213824,301694778,sh000001
2022-08-19 00:00:00,3275.62,3286.49,3258.06,3258.08,457863364608,333535471,sh000001
2022-08-22 00:00:00,3249.7,3278.17,3247.19,3277.79,427653300224,314537869,sh000001
2022-08-23 00:00:00,3274.43,3284.6,3262.63,3276.22,418311733248,316566356,sh000001
2022-08-24 00:00:00,3279.17,3281.88,3212.39,3215.2,458360291328,366140577,sh000001
2022-08-25 00:00:00,3223.46,3248.35,3199.12,3246.25,419464282112,336196165,sh000001
2022-08-26 00:00:00,3250.63,3266.27,3232.28,3236.22,397556252672,309927554,sh000001
2022-08-29 00:00:00,3203.1,3240.73,3199,3240.73,363729977344,297015097,sh000001
2022-08-30 00:00:00,3240.18,3243.75,3212.63,3227.22,353775681536,294318914,sh000001
2022-08-31 00:00:00,3216.53,3232.02,3184.39,3202.14,431758016512,344408829,sh000001
2022-09-01 00:00:00,3196.54,3214.56,3181.63,3184.98,336978640896,274660541,sh000001
2022-09-02 00:00:00,3189.64,3198.28,3173.79,3186.48,313337610240,250456911,sh000001
2022-09-05 00:00:00,3183.95,3199.91,3172.04,3199.91,339591528448,280675633,sh000001
2022-09-06 00:00:00,3207.93,3244.64,3203.82,3243.45,378636075008,318869689,sh000001
2022-09-07 00:00:00,3232.14,3253.77,3227.82,3246.29,368608739328,301014466,sh000001
2022-09-08 00:00:00,3245.56,3253.7,3233.8,3235.59,328657076224,281680358,sh000001
2022-09-09 00:00:00,3241.18,3266.2,3236.51,3262.05,338566709248,283827665,sh000001
2022-09-13 00:00:00,3272.05,3278.17,3259.66,3263.8,339021889536,276189823,sh000001
2022-09-14 00:00:00,3224.68,3250.8,3221.96,3237.54,306452824064,255193365,sh000001
2022-09-15 00:00:00,3248.97,3254.18,3174.39,3199.92,392490582016,325206121,sh000001
2022-09-16 00:00:00,3189.83,3191.83,3126.4,3126.4,355085352960,316475893,sh000001
2022-09-19 00:00:00,3122.75,3135.56,3101.22,3115.6,289918812160,249113662,sh000001
2022-09-20 00:00:00,3127.84,3140.03,3114.04,3122.41,268600295424,219942534,sh000001
2022-09-21 00:00:00,3116.01,3129.82,3091.3,3117.18,269513752576,232972496,sh000001
2022-09-22 00:00:00,3098.77,3125.68,3092.82,3108.91,269978599424,221140689,sh000001
2022-09-23 00:00:00,3106.81,3124.66,3072.24,3088.37,285552902144,243057719,sh000001
2022-09-26 00:00:00,3067.57,3102.65,3048.51,3051.23,293536432128,262698628,sh000001
2022-09-27 00:00:00,3056.39,3094.04,3048.37,3093.86,290065711104,232735303,sh000001
2022-09-28 00:00:00,3089.1,3089.1,3044.86,3045.07,276039729152,230098650,sh000001
2022-09-29 00:00:00,3067.47,3076.76,3026.08,3041.2,276441071616,230030416,sh000001
