date,open,high,low,close,amount,volume,code
2022-09-30 00:00:00,3042.17,3054.61,3021.93,3024.39,240262774784,204115336,sh000001
2022-10-10 00:00:00,3026.94,3029.45,2968.28,2974.15,290120040448,243404828,sh000001
2022-10-11 00:00:00,2978.06,2986.91,2953.5,2979.79,246715629568,208635950,sh000001
2022-10-12 00:00:00,2976.72,3025.51,2934.09,3025.51,306871336960,248013557,sh000001
2022-10-13 00:00:00,3008.3,3036.25,3004.5,3016.36,317764796416,249683281,sh000001
2022-10-14 00:00:00,3035.03,3084.27,3035.03,3071.99,372050690048,277304061,sh000001
2022-10-17 00:00:00,3060.52,3087.19,3052.71,3084.94,349214474240,262608618,sh000001
2022-10-18 00:00:00,3094.93,3099.92,3074.22,3080.96,326002900992,245634757,sh000001
2022-10-19 00:00:00,3073.26,3081.39,3044.38,3044.38,313108332544,230895310,sh000001
2022-10-20 00:00:00,3029.3,3070.26,3013.69,3035.05,340091338752,244736145,sh000001
2022-10-21 00:00:00,3038.04,3055.42,3026.96,3038.93,315110981632,245254122,sh000001
2022-10-24 00:00:00,3034.75,3064.42,2965.17,2977.56,394725949440,298085356,sh000001
2022-10-25 00:00:00,2969.16,3001.72,2944.26,2976.28,337519280128,255554160,sh000001
2022-10-26 00:00:00,2977.56,3028.35,2977.56,2999.5,372845281280,268689492,sh000001
2022-10-27 00:00:00,3005.04,3017.26,2981.69,2982.9,381330358272,265608254,sh000001
2022-10-28 00:00:00,2967.02,2974.24,2908.98,2915.93,385261371392,292531308,sh000001
2022-10-31 00:00:00,2893.2,2926.02,2885.09,2893.48,396654149632,301994203,sh000001
2022-11-01 00:00:00,2899.5,2969.2,2896.76,2969.2,431015886848,319809578,sh000001
2022-11-02 00:00:00,2960.65,3019.05,2954.95,3003.37,457581527040,325078248,sh000001
2022-11-03 00:00:00,2981.2,3003.72,2977.72,2997.81,370653298688,259348567,sh000001
2022-11-04 00:00:00,2997,3081.59,2997,3070.8,458770087936,329806740,sh000001
2022-11-07 00:00:00,3062.86,3088.19,3054.46,3077.82,424429125632,320567097,sh000001
2022-11-08 00:00:00,3077.31,3078.28,3047.46,3064.49,338966937600,256522007,sh000001
2022-11-09 00:00:00,3064.46,3073.92,3046.19,3048.17,306860883968,235637324,sh000001
2022-11-10 00:00:00,3031.69,3047.98,3022.85,3036.13,335925903360,270371798,sh000001
2022-11-11 00:00:00,3099.65,3117.74,3070.3,3087.29,513784610816,409604534,sh000001
2022-11-14 00:00:00,3100.87,3121.41,3075.22,3083.4,454546718720,361788216,sh000001
2022-11-15 00:00:00,3081.13,3135.59,3074.5,3134.08,446460002304,331470577,sh000001
2022-11-16 00:00:00,3133.65,3145.75,3115.35,3119.98,386992898048,303429844,sh000001
2022-11-17 00:00:00,3110.96,3115.44,3087.17,3115.43,377900105728,287028407,sh000001
2022-11-18 00:00:00,3116.73,3126.71,3096.89,3097.24,389207392256,299954276,sh000001
2022-11-21 00:00:00,3078.06,3085.24,3056.17,3085.04,345025511424,256045549,sh000001
2022-11-22 00:00:00,3084.23,3118.12,3076.32,3088.94,374142828544,327565927,sh000001
2022-11-23 00:00:00,3084.74,3108.24,3075.32,3096.91,356400857088,326155449,sh000001
2022-11-24 00:00:00,3104.1,3113.24,3084.86,3089.31,308190183424,267482928,sh000001
2022-11-25 00:00:00,3085.46,3111.42,3077.97,3101.69,325426348032,311431979,sh000001
2022-11-28 00:00:00,3055.29,3080.18,3034.7,3078.55,338549342208,305811284,sh000001
2022-11-29 00:00:00,3096.11,3152,3096.11,3149.75,439102603264,391449748,sh000001
2022-11-30 00:00:00,3141.4,3158.57,3137.37,3151.34,404504379392,372718321,sh000001
2022-12-01 00:00:00,3187.99,3198.41,3164.53,3165.47,462184972288,387013056,sh000001
2022-12-02 00:00:00,3160.58,3170.9,3149.84,3156.14,366318682112,307812484,sh000001
2022-12-05 00:00:00,3181.92,3213.44,3177.06,3211.81,479203622912,447398437,sh000001
2022-12-06 00:00:00,3200.28,3224.82,3195.08,3212.53,435248693248,373590296,sh000001
2022-12-07 00:00:00,3204.94,3226.08,3188.67,3199.62,402146131968,354113078,sh000001
2022-12-08 00:00:00,3196.02,3206.72,3187.26,3197.35,364935610368,320969294,sh000001
2022-12-09 00:00:00,3197.12,3212.11,3182.91,3206.95,447750209536,373343209,sh000001
2022-12-12 00:00:00,3195.87,3196.72,3176.58,3179.04,394919608320,333381792,sh000001
2022-12-13 00:00:00,3179.44,3187.2,3171.48,3176.33,333539770368,285821200,sh000001
2022-12-14 00:00:00,3178.55,3189.84,3168.59,3176.53,333950681088,265623569,sh000001
2022-12-15 00:00:00,3177.2,3179.1,3158.45,3168.65,305204985856,243023333,sh000001
2022-12-16 00:00:00,3156.13,3175.35,3151.61,3167.86,307227754496,259771795,sh000001
2022-12-19 00:00:00,3165.31,3170.26,3096.1,3107.12,307934625792,278513541,sh000001
2022-12-20 00:00:00,3098.95,3100.75,3061.51,3073.77,261716066304,218836766,sh000001
2022-12-21 00:00:00,3078.33,3085.8,3060.55,3068.41,226852798464,189067920,sh000001
2022-12-22 00:00:00,3085.8,3096.24,3044.6,3054.43,266315481088,223639537,sh000001
2022-12-23 00:00:00,3038.84,3061.87,3031.54,3045.87,233335242752,192020305,sh000001
2022-12-26 00:00:00,3048.2,3071.84,3047.35,3065.56,255470272512,206503893,sh000001
2022-12-27 00:00:00,3077.75,3098.08,3074.31,3095.57,267946786816,222218322,sh000001
2022-12-28 00:00:00,3088.62,3098.65,3079.43,3087.4,260508532736,224554151,sh000001
2022-12-29 00:00:00,3076.73,3086,3064.46,3073.7,253916987392,215570676,sh000001
2022-12-30 00:00:00,3084.52,3096.31,3082.2,3089.26,250355957760,217545344,sh000001
2023-01-03 00:00:00,3087.51,3119.86,3073.05,3116.51,331392122880,281370362,sh000001
2023-01-04 00:00:00,3117.57,3129.09,3109.45,3123.52,316391227392,273313626,sh000001
2023-01-05 00:00:00,3132.76,3159.43,3130.23,3155.22,335635939328,257003018,sh000001
2023-01-06 00:00:00,3155.07,3170.74,3151.84,3157.64,338539839488,257380255,sh000001
2023-01-09 00:00:00,3169.37,3183.58,3165.43,3176.08,342693773312,258115218,sh000001
2023-01-10 00:00:00,3178.02,3178.16,3165.14,3169.51,310357688320,232984175,sh000001
2023-01-11 00:00:00,3172.38,3184.76,3160.89,3161.84,309248884736,237742869,sh000001
2023-01-12 00:00:00,3167.27,3171.59,3153.4,3163.45,275371851776,216671305,sh000001
2023-01-13 00:00:00,3170.35,3195.31,3167.51,3195.31,288062504960,220226897,sh000001
2023-01-16 00:00:00,3198.52,3251.37,3197.32,3227.59,413219651584,306749549,sh000001
2023-01-17 00:00:00,3229.44,3231.26,3211.76,3224.24,302611791872,226592230,sh000001
2023-01-18 00:00:00,3227.59,3234.82,3220.37,3224.41,266068180992,212109730,sh000001
2023-01-19 00:00:00,3221.52,3240.28,3210.38,3240.28,296815558656,226465030,sh000001
2023-01-20 00:00:00,3247.2,3267.06,3247.2,3264.81,329028173824,273219182,sh000001
2023-01-30 00:00:00,3308.87,3310.49,3266.76,3269.32,453177016320,353325829,sh000001
2023-01-31 00:00:00,3266.14,3277.25,3252.01,3255.67,375260741632,300162957,sh000001
2023-02-01 00:00:00,3262.2,3284.92,3245.41,3284.92,413395189760,339509410,sh000001
2023-02-02 00:00:00,3291.78,3295.76,3272.41,3285.67,428662816768,333413133,sh000001
2023-02-03 00:00:00,3275.66,3275.66,3235.35,3263.41,378648526848,293342814,sh000001
2023-02-06 00:00:00,3244.7,3250.35,3226.21,3238.7,349127278592,267053107,sh000001
2023-02-07 00:00:00,3245.23,3250.03,3233.83,3248.09,321257635840,250946450,sh000001
2023-02-08 00:00:00,3251.5,3257.11,3230.44,3232.11,293332746240,234530481,sh000001
2023-02-09 00:00:00,3227.73,3270.38,3225.77,3270.38,351760842752,254754529,sh000001
2023-02-10 00:00:00,3266.44,3269.99,3247.23,3260.67,341749858304,260626926,sh000001
2023-02-13 00:00:00,3256.99,3285.09,3252.63,3284.16,397011419136,297213188,sh000001
2023-02-14 00:00:00,3288.97,3293.73,3279.19,3293.28,355558064128,270974168,sh000001
2023-02-15 00:00:00,3294.02,3296.2,3274.55,3280.49,357621825536,269939123,sh000001
2023-02-16 00:00:00,3281.74,3308.83,3231.34,3249.03,468382515200,380863545,sh000001
2023-02-17 00:00:00,3244.73,3262.47,3223.26,3224.02,355625828352,278451237,sh000001
2023-02-20 00:00:00,3230.47,3291.04,3225.84,3290.34,397720322048,325007733,sh000001
2023-02-21 00:00:00,3291.63,3308.79,3282.44,3306.52,390691258368,324409449,sh000001
2023-02-22 00:00:00,3292.05,3307.03,3286.72,3291.15,320515604480,255403985,sh000001
2023-02-23 00:00:00,3293.52,3307.44,3275.36,3287.48,334364540928,262324304,sh000001
2023-02-24 00:00:00,3287.26,3288.39,3253.97,3267.16,308004356096,234206306,sh000001
2023-02-27 00:00:00,3257,3276.58,3251.72,3258.03,324605083648,242855344,sh000001
2023-02-28 00:00:00,3265.74,3280.42,3246.14,3279.61,318030151680,251625032,sh000001
2023-03-01 00:00:00,3279.14,3315.16,3272.04,3312.35,384387416064,318398704,sh000001
2023-03-02 00:00:00,3308.01,3320.74,3306.46,3310.65,389390630912,328520016,sh000001
2023-03-03 00:00:00,3314.77,3330.6,3302.62,3328.39,388860018688,343996919,sh000001
2023-03-06 00:00:00,3332.02,3333.06,3308.73,3322.03,431616819200,340530446,sh000001
2023-03-07 00:00:00,3320.21,3342.86,3284.41,3285.1,430081146880,389957956,sh000001
2023-03-08 00:00:00,3271.88,3283.25,3263.69,3283.25,312822169600,260443547,sh000001
2023-03-09 00:00:00,3285.94,3289.06,3260,3276.09,328825700352,264021859,sh000001
2023-03-10 00:00:00,3255.51,3262.15,3229.5,3230.08,342198583296,281135410,sh000001
2023-03-13 00:00:00,3228.12,3268.7,3228.12,3268.7,364414205952,294928087,sh000001
2023-03-14 00:00:00,3261.92,3262,3216.99,3245.31,409976274944,319906033,sh000001
2023-03-15 00:00:00,3261.03,3273.12,3256.86,3263.31,373276377088,305168798,sh000001
2023-03-16 00:00:00,3244.47,3257.43,3224.72,3226.89,392910209024,327389632,sh000001
2023-03-17 00:00:00,3245.26,3279.92,3240.16,3250.55,431983067136,343001022,sh000001
2023-03-20 00:00:00,3253.93,3267.99,3231.65,3234.91,480292405248,392517391,sh000001
2023-03-21 00:00:00,3240.84,3256,3237.89,3255.65,388047044608,301810779,sh000001
2023-03-22 00:00:00,3263.41,3279.39,3255.74,3265.75,382509088768,290840462,sh000001
2023-03-23 00:00:00,3258.78,3286.65,3252.99,3286.65,426564780032,306118393,sh000001
2023-03-24 00:00:00,3282.74,3282.74,3260.84,3265.65,430761607168,324513337,sh000001
2023-03-27 00:00:00,3261.82,3261.82,3229.7,3251.4,453585764352,337861206,sh000001
